lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
15,0,93.0,2,25,4,2,0,0,0,1
115,0,151.2,10,15,4,4,2,0,3,0
23,0,109.0,3,18,4,1,0,0,0,1
53,1,65.75,3,4,4,2,2,3,0,1
0,0,0.0,12,11,4,1,0,0,0,1
6,0,183.1,9,19,4,0,1,3,0,1
18,0,80.0,12,24,3,1,2,0,0,1
0,1,148.0,8,19,4,2,0,3,0,1
19,1,91.0,2,21,4,0,2,0,0,0
13,0,109.0,10,19,2,3,1,0,0,1
85,1,76.5,7,30,4,3,0,0,0,1
21,1,129.0,10,3,4,3,1,3,0,1
2,0,87.78,5,31,4,3,0,3,0,1
0,1,117.04,10,9,4,2,0,3,0,1
74,1,63.75,11,17,4,3,0,0,0,0
17,1,94.95,10,15,4,3,2,0,0,1
58,0,137.4,6,3,4,2,1,0,3,0
17,1,102.0,11,11,4,5,2,0,0,0
102,1,94.5,7,26,4,2,0,3,0,0
9,3,141.0,6,17,4,2,1,0,0,1
125,1,72.25,12,25,4,1,0,0,0,1
94,0,168.3,9,5,4,0,1,0,3,0
39,0,139.5,4,20,4,4,1,0,3,0
4,0,87.0,1,2,3,1,2,1,0,1
8,1,78.0,12,17,4,1,0,3,0,1
123,1,70.73,4,30,4,5,2,0,0,1
48,1,85.5,8,31,3,4,1,0,0,1
276,0,58.17,9,22,3,3,0,0,0,1
68,0,67.5,3,15,4,1,0,3,0,0
122,1,101.15,7,14,4,8,2,0,0,1
17,0,97.7,11,27,4,3,2,0,0,0
17,0,97.0,3,11,4,2,1,3,0,0
5,1,106.68,11,6,4,3,2,3,0,1
18,0,118.67,12,4,4,2,1,0,0,1
63,0,126.9,5,15,4,1,2,0,0,0
1,2,135.0,12,31,4,1,0,0,0,1
1,1,115.89,8,17,4,1,0,0,0,1
64,1,85.93,10,25,4,2,0,0,3,1
45,3,125.1,9,18,4,0,1,3,0,1
28,2,94.5,10,5,4,0,1,0,0,1
29,2,161.0,10,5,4,4,1,0,3,1
5,1,145.0,3,26,4,3,2,0,0,1
48,2,142.2,9,2,4,1,0,0,3,1
164,0,167.45,8,21,4,2,2,0,5,0
159,1,123.3,10,26,4,4,1,0,3,0
101,0,186.3,6,28,4,3,0,0,5,0
85,0,86.36,7,5,3,3,0,0,0,1
87,0,72.25,7,11,3,6,3,0,0,1
52,0,67.5,2,25,4,3,0,3,0,0
149,0,129.0,6,9,4,3,0,0,3,0
44,0,67.5,2,12,4,2,0,3,0,0
9,0,82.92,3,30,4,1,0,0,0,1
82,1,107.0,11,13,4,2,2,0,0,1
65,1,82.13,11,19,4,1,2,3,0,0
1,1,95.0,9,1,4,1,0,0,0,1
45,0,113.62,4,10,4,4,2,0,3,0
11,0,203.5,4,24,4,2,2,0,5,0
22,2,105.65,9,5,4,5,2,0,3,1
17,0,80.0,12,31,3,1,0,0,0,1
14,0,95.0,5,12,0,5,2,0,0,1
121,0,105.3,7,23,4,1,1,0,0,1
1,1,176.0,5,21,4,1,0,0,3,0
35,0,139.5,10,3,4,3,1,0,3,0
4,0,104.0,10,25,4,1,0,0,0,1
161,3,80.1,10,25,4,2,0,3,0,1
86,0,68.85,3,16,4,5,2,0,0,1
249,0,89.75,10,14,3,6,2,0,0,1
13,1,187.0,7,24,4,0,2,0,3,1
82,1,140.4,6,10,4,2,0,0,3,1
0,0,115.0,8,10,4,3,1,3,0,1
122,1,106.0,7,15,4,2,1,3,0,1
100,0,132.08,10,24,4,3,1,1,0,1
81,0,59.5,3,18,3,2,2,0,0,1
37,0,125.55,10,2,4,3,2,0,3,0
131,1,94.5,5,8,4,1,2,3,0,1
20,1,109.0,6,13,4,2,1,3,0,1
158,2,83.5,10,30,4,2,2,0,1,0
134,2,76.5,8,13,4,3,0,0,0,1
5,0,151.94,11,6,4,2,2,0,0,0
3,1,89.0,4,24,4,0,1,3,0,1
95,2,72.25,12,4,4,2,2,0,0,1
78,0,122.1,9,1,4,3,0,3,0,0
83,2,159.3,8,8,4,2,1,0,3,1
195,0,158.95,7,18,4,3,1,0,5,0
168,1,81.08,7,31,4,1,2,0,0,1
137,1,118.8,8,19,4,2,0,0,0,1
6,2,170.0,8,14,4,2,2,0,3,1
38,2,157.5,10,14,4,2,0,0,3,1
56,0,97.2,10,5,4,1,0,3,0,0
132,0,79.56,7,13,3,4,2,0,0,1
85,2,89.25,10,23,4,2,1,0,0,1
22,0,108.5,2,13,4,4,2,0,0,1
74,1,132.6,5,15,4,2,2,0,3,1
161,2,95.69,6,17,4,5,2,3,0,0
59,1,120.96,9,2,4,3,2,0,3,0
154,1,72.25,6,29,3,4,1,0,0,1
10,2,153.0,8,21,4,2,1,0,5,1
3,0,75.0,12,4,4,1,0,3,0,1
21,0,141.0,5,24,4,2,0,0,0,0
1,0,70.82,11,25,4,3,2,0,0,1
126,1,90.9,6,26,4,0,2,0,0,1
179,0,137.7,8,22,4,0,1,0,3,0
43,2,146.33,10,20,4,3,0,0,0,1
71,0,80.75,9,20,3,2,0,0,0,1
35,0,96.3,6,17,3,3,2,0,3,1
223,0,90.9,12,30,4,2,0,0,0,1
42,1,102.0,12,31,4,2,2,0,0,1
81,0,0.0,4,1,1,2,0,0,0,1
16,1,152.67,6,2,4,3,0,0,3,1
155,2,173.25,7,7,4,3,1,1,0,0
37,0,152.1,7,28,4,2,0,0,0,0
24,1,85.0,8,12,3,2,1,0,0,1
88,0,96.3,6,26,4,0,1,0,0,0
82,1,121.55,4,16,4,2,2,0,3,0
25,0,60.0,12,27,3,1,0,0,0,1
195,1,112.5,8,30,4,2,0,0,0,0
101,0,126.9,5,19,4,1,0,0,0,1
11,0,95.0,3,10,4,2,0,3,0,1
25,2,187.0,7,26,4,2,0,0,3,1
219,0,158.95,8,8,4,5,1,0,5,0
60,0,80.75,9,4,4,3,2,0,0,1
221,0,60.0,10,17,3,1,2,0,3,1
157,0,84.24,5,19,4,1,0,0,0,0
14,0,111.67,12,26,4,1,2,0,0,1
6,1,80.3,1,16,4,1,0,0,0,1
160,2,113.4,10,30,4,0,2,0,3,0
3,1,83.5,2,25,4,2,0,3,0,1
4,0,65.0,10,18,2,1,2,0,0,1
11,0,139.0,8,13,4,2,2,3,0,1
160,0,138.55,8,8,4,5,2,0,3,0
2,2,145.0,9,14,4,3,1,0,0,1
6,0,88.0,4,11,3,1,1,0,0,1
36,1,105.48,4,23,4,3,2,0,0,1
14,2,127.0,3,17,4,3,0,0,0,1
139,0,102.06,10,4,4,5,0,0,0,0
22,1,126.04,12,28,4,10,4,0,3,1
20,1,131.35,12,28,4,4,0,0,3,1
47,1,60.0,11,7,3,2,2,0,3,1
6,2,77.0,12,18,4,1,0,0,1,1
0,0,60.25,12,29,3,4,0,0,3,1
9,1,84.0,3,29,4,2,0,3,0,1
207,0,63.75,8,8,3,0,1,3,0,1
36,2,104.0,12,10,4,2,2,0,0,1
34,1,72.76,10,7,4,3,0,0,0,1
50,0,67.66,3,5,4,2,2,0,1,0
25,1,104.0,6,1,4,2,0,3,0,1
40,1,134.1,7,23,4,1,0,3,0,1
11,1,127.6,8,19,4,1,0,0,1,1
118,1,107.95,7,1,4,5,2,0,0,1
0,3,0.0,5,25,1,1,0,0,0,1
168,0,90.95,7,7,4,4,2,0,0,0
68,2,87.3,9,4,4,0,2,3,0,1
71,0,116.1,6,9,4,1,0,3,0,0
23,0,62.0,1,11,4,0,1,3,0,1
51,0,116.1,4,28,4,3,2,0,1,0
179,1,90.9,10,28,4,2,2,0,0,1
180,0,96.3,8,28,4,0,2,0,0,0
42,1,131.48,3,24,4,3,1,0,3,1
98,0,95.0,9,30,3,2,0,0,0,0
105,1,114.3,7,7,4,3,1,0,0,1
57,1,63.55,3,30,4,4,1,0,0,1
4,0,107.0,6,20,3,3,1,0,3,1
117,1,110.0,6,5,3,2,2,0,0,1
62,0,143.2,11,7,4,1,1,3,0,1
76,1,76.5,3,21,4,5,1,3,0,1
46,0,198.9,5,14,4,1,1,0,5,0
40,2,228.6,8,19,4,2,0,1,3,1
16,0,97.5,8,31,4,1,1,0,0,1
162,0,60.0,9,17,3,3,0,0,0,0
0,0,98.0,8,7,4,2,0,0,0,1
19,1,122.0,12,5,4,1,2,0,0,1
14,0,82.0,9,17,3,2,0,1,0,1
28,0,166.67,11,11,4,2,1,0,3,0
10,0,112.1,12,5,4,1,2,0,0,1
1,1,116.0,4,8,4,2,2,0,0,1
49,1,77.39,12,23,4,5,2,3,0,1
6,1,149.0,9,17,4,1,1,3,0,1
54,0,80.1,3,28,4,1,1,3,0,0
63,2,134.47,4,25,4,4,1,0,3,1
16,0,70.41,11,23,4,1,0,3,0,1
4,1,65.0,8,7,2,1,2,0,0,1
100,1,84.58,4,5,4,4,0,0,0,1
48,0,72.9,3,7,4,2,1,0,0,0
118,0,159.3,6,2,4,3,0,0,3,0
27,0,75.0,2,6,4,1,1,3,0,0
104,1,135.9,5,17,4,3,0,0,0,1
104,1,76.5,4,15,4,2,2,0,0,0
158,1,90.95,6,30,4,3,1,0,0,1
22,3,109.25,9,17,4,3,1,0,0,1
115,1,90.95,5,2,3,3,1,0,3,1
54,0,118.6,5,16,4,1,1,0,1,1
30,1,125.1,8,5,4,2,1,3,0,1
60,1,98.94,9,12,4,3,2,0,0,1
87,0,95.0,6,11,3,2,2,0,0,1
219,2,90.95,10,22,4,2,2,0,0,1
3,0,107.0,3,4,4,2,0,0,0,1
23,2,161.5,9,24,4,2,2,0,3,1
67,0,75.95,3,10,4,3,1,0,0,1
14,1,0.0,8,13,4,1,1,0,6,1
49,3,109.8,9,4,4,0,2,0,0,1
70,3,74.8,12,22,4,3,2,3,0,1
113,0,75.0,6,4,3,1,1,0,0,1
219,0,72.25,8,17,3,3,0,0,0,1
0,1,73.9,1,6,4,1,0,0,0,1
17,0,97.0,3,19,4,1,0,3,0,1
178,0,100.3,6,4,4,3,2,0,0,0
18,1,82.13,10,31,4,2,1,3,0,1
21,0,135.0,3,31,4,4,2,0,0,0
18,1,119.0,4,12,4,2,0,3,0,1
0,0,89.0,3,21,4,0,1,3,0,1
4,0,169.0,9,15,4,1,0,0,0,0
0,1,100.0,1,25,4,3,1,0,0,1
35,1,140.4,4,30,4,1,2,0,3,1
88,1,156.6,11,26,4,1,0,0,5,0
10,0,112.0,2,19,4,2,0,0,3,1
126,1,76.58,5,4,4,4,0,0,0,1
50,0,118.8,10,4,4,3,0,0,0,0
3,0,110.0,9,12,2,2,1,0,3,1
18,1,140.9,6,2,4,3,1,0,3,1
11,2,196.0,7,21,4,1,0,0,3,1
187,0,105.3,8,19,4,2,1,0,0,0
11,0,83.55,2,13,4,1,1,0,0,0
147,0,106.2,6,1,4,3,0,0,0,0
96,2,118.8,10,21,4,2,2,0,0,1
62,0,140.0,6,2,3,2,0,0,0,1
10,2,174.0,12,11,4,0,1,0,5,1
161,0,116.1,9,8,4,3,0,0,0,0
0,1,45.0,1,6,3,2,0,0,0,1
104,2,138.6,9,2,4,2,1,0,0,1
106,2,72.25,7,8,3,6,2,0,0,1
42,1,73.15,10,26,4,4,1,3,0,1
66,1,184.52,10,24,4,2,1,0,6,1
19,1,91.0,3,14,4,4,1,0,0,1
4,1,122.48,12,29,4,3,1,0,0,1
93,0,159.3,6,8,4,3,0,0,0,0
60,1,107.1,3,31,4,3,0,0,0,0
6,0,65.0,11,17,2,2,0,0,0,1
4,1,77.0,1,9,4,1,0,3,0,1
2,0,64.08,3,28,4,0,1,3,0,1
31,0,109.8,4,14,4,3,1,0,0,0
17,0,82.08,10,20,4,3,0,0,0,1
1,0,91.0,2,13,4,1,1,0,0,1
9,1,137.63,10,29,4,2,2,0,0,1
49,1,112.8,3,4,4,2,1,0,0,1
23,0,128.49,5,21,4,4,2,0,1,0
79,0,96.3,3,21,4,2,1,0,3,1
1,1,120.0,3,10,4,1,0,0,0,1
119,0,110.0,6,7,3,3,0,0,0,1
41,0,85.0,10,24,3,3,1,0,0,1
66,1,68.07,12,5,4,4,1,0,0,1
11,1,92.58,12,26,4,1,2,0,1,1
6,0,87.0,12,18,4,2,1,0,0,1
67,3,82.99,2,22,4,4,1,0,3,1
103,1,119.0,12,9,4,2,2,0,3,0
152,1,109.0,7,11,4,1,1,0,0,0
29,2,88.4,11,29,4,5,0,0,0,1
2,0,92.0,3,16,3,1,0,3,0,1
151,0,71.0,1,19,3,4,0,0,0,1
41,0,150.3,6,4,4,1,1,0,3,0
1,0,126.0,10,1,4,1,0,0,0,1
69,1,153.05,10,16,4,3,2,0,5,1
7,1,109.0,4,23,4,1,2,3,0,1
32,2,140.0,10,6,4,3,1,0,3,1
20,1,96.9,11,15,4,5,1,0,3,1
2,0,77.0,9,21,3,2,1,0,0,1
217,3,83.83,10,23,4,3,2,0,1,1
2,0,65.0,9,9,2,1,0,0,0,1
234,1,76.84,12,12,4,4,1,0,0,1
102,0,96.9,7,25,3,4,1,0,0,0
183,1,93.5,9,1,4,3,0,0,0,0
29,0,68.07,11,23,4,4,0,0,0,0
4,1,139.33,9,30,4,3,0,3,0,1
0,0,75.0,1,6,4,1,0,3,0,1
40,1,112.5,8,28,4,1,2,0,0,1
167,0,98.1,10,1,4,1,2,3,0,0
108,0,199.8,10,11,4,4,0,0,5,0
33,0,98.1,4,17,4,3,2,0,0,0
11,0,67.5,1,16,4,1,2,3,0,1
123,2,107.95,5,22,4,2,2,0,3,1
39,0,129.7,9,25,4,0,1,0,0,0
32,1,109.8,4,16,4,1,1,0,0,1
82,2,90.45,10,30,4,2,2,0,0,1
8,1,93.5,2,17,4,4,0,0,0,1
35,0,117.9,6,30,4,3,0,0,0,0
98,1,90.6,10,30,4,1,2,0,0,1
31,1,156.42,9,18,4,2,2,0,5,0
18,1,96.9,11,13,4,4,2,0,3,1
5,1,60.0,9,2,3,1,0,0,0,1
184,1,118.0,4,30,4,1,0,0,0,0
31,2,126.9,6,12,4,3,2,0,0,1
76,1,80.3,2,21,4,1,2,0,0,1
158,0,94.5,8,25,4,3,0,3,0,0
46,1,75.0,3,29,3,5,0,0,0,1
18,1,116.8,3,9,4,4,1,0,3,1
3,0,0.0,10,12,1,1,1,0,6,1
70,0,170.1,9,3,4,4,2,1,0,0
48,0,158.4,10,15,4,2,2,0,3,1
121,0,72.25,7,18,3,12,5,0,0,0
57,1,118.5,3,21,4,2,1,0,3,1
155,2,218.03,7,10,4,5,3,1,5,0
8,1,102.0,1,27,4,1,0,0,0,1
111,1,196.35,12,25,4,2,2,1,5,0
100,1,150.3,8,25,4,3,1,0,3,1
77,3,100.84,4,10,4,3,2,0,0,1
81,0,116.1,5,19,4,1,0,3,0,0
115,0,60.0,2,27,3,3,2,0,0,0
220,1,90.95,8,9,4,5,0,0,0,0
30,0,85.5,3,30,3,2,0,0,0,1
19,1,91.0,2,12,4,2,0,0,0,0
4,0,81.0,2,19,2,2,1,0,0,1
94,1,87.3,3,18,4,2,1,0,3,1
63,0,68.85,7,8,4,8,2,3,0,0
348,0,62.64,12,6,3,1,0,0,0,1
173,0,121.5,8,15,4,1,1,0,0,0
9,1,80.3,1,19,4,1,0,0,0,1
113,2,63.49,4,4,4,3,1,0,0,1
109,1,88.01,5,2,4,2,1,0,3,1
0,0,95.0,10,17,2,0,1,0,0,1
15,1,104.72,10,7,4,3,0,0,3,1
16,1,138.0,9,8,4,1,0,0,0,1
1,0,80.0,7,21,3,1,0,3,0,1
0,0,88.0,12,5,4,0,1,3,0,1
111,0,72.25,7,18,3,6,3,0,0,1
181,2,96.3,8,30,4,2,0,0,0,0
1,0,149.0,10,21,4,2,0,0,0,1
67,0,85.0,10,3,3,5,2,0,0,0
135,2,90.0,11,5,4,1,1,0,0,1
127,1,101.55,12,27,4,3,0,0,3,0
16,2,117.0,10,1,4,2,0,0,0,1
25,2,106.88,2,26,4,2,2,0,3,1
7,1,151.0,6,9,4,3,1,0,3,1
113,0,55.63,3,29,4,4,0,3,0,1
16,1,135.0,10,29,4,1,0,0,0,1
11,2,144.0,10,3,4,2,1,3,0,1
218,2,63.75,12,9,4,3,2,3,0,0
2,1,0.0,10,21,1,1,0,0,6,1
147,1,6.0,4,4,4,3,1,0,1,1
9,0,66.0,1,31,2,0,2,0,0,1
170,2,95.13,7,24,4,5,2,0,0,1
98,1,109.65,5,8,4,3,2,3,0,0
2,2,201.0,7,20,4,2,0,0,5,1
120,0,97.55,6,30,4,2,0,0,1,1
64,0,46.4,3,12,3,3,2,0,0,1
48,1,118.8,4,10,4,0,2,0,3,1
1,0,92.0,1,3,4,1,2,0,0,1
77,1,135.15,5,12,4,3,1,0,0,1
1,2,101.86,11,18,4,2,2,0,0,1
0,0,0.0,9,17,1,1,0,0,0,1
4,4,0.0,7,5,1,1,0,0,0,1
14,2,131.43,10,13,4,5,2,0,0,1
149,0,92.03,7,28,3,3,0,0,3,1
4,1,92.65,2,15,3,3,1,0,0,1
102,2,173.95,6,27,4,3,1,0,5,1
30,1,94.5,9,13,4,0,2,0,0,1
55,0,63.0,3,13,3,0,2,0,0,1
13,1,85.29,8,27,4,5,2,0,1,0
5,0,0.0,12,22,1,5,0,0,1,1
163,2,104.4,10,26,4,4,0,0,3,0
13,1,75.0,8,7,4,1,0,0,0,1
18,1,77.0,1,21,4,3,0,3,0,1
259,0,80.24,10,3,4,3,1,0,0,0
77,0,72.25,4,2,4,2,2,0,0,1
235,0,97.71,9,28,4,2,0,0,0,0
12,2,177.0,6,20,4,0,1,0,3,1
48,0,94.5,4,11,4,1,1,3,0,0
117,0,114.3,7,7,4,3,0,0,0,0
9,0,84.0,1,20,4,4,0,0,0,1
5,1,107.5,12,10,4,1,1,0,0,1
85,0,97.75,3,24,4,3,2,0,3,0
117,1,105.74,6,17,4,3,2,3,0,1
175,0,130.05,8,15,4,3,1,0,3,0
14,1,89.0,4,3,4,0,2,3,0,0
2,1,115.0,9,2,4,1,0,3,3,1
11,1,68.53,4,5,4,1,0,3,0,1
4,0,81.0,2,5,4,2,0,3,0,1
70,0,166.9,9,15,4,2,0,0,3,0
28,0,101.78,2,5,4,7,2,0,3,0
180,0,112.2,8,3,4,5,2,0,3,0
6,0,138.0,12,30,4,2,0,0,0,1
43,0,90.9,2,28,4,0,2,0,3,0
16,2,210.0,9,26,4,2,2,0,0,1
6,1,211.41,9,25,4,2,2,0,6,1
33,1,125.1,9,9,4,2,1,3,0,1
117,0,89.75,8,1,3,1,2,1,1,1
141,0,76.5,8,7,4,3,2,0,0,1
28,1,122.0,1,4,3,3,1,0,0,1
77,0,198.9,8,9,4,2,0,0,5,1
265,0,109.0,6,24,4,2,0,1,0,0
346,2,146.59,12,26,4,8,3,0,5,0
6,0,0.0,12,10,4,1,0,1,0,1
115,1,90.9,10,26,4,1,0,0,0,1
69,2,137.7,4,21,4,2,0,0,3,1
24,3,89.0,9,12,4,0,1,3,0,1
1,2,106.0,8,20,4,2,0,0,0,1
43,0,74.8,12,8,4,3,1,3,0,0
67,1,123.3,7,20,4,2,0,0,3,1
26,0,104.0,12,16,4,2,0,0,0,0
124,1,137.7,11,2,4,4,0,1,3,1
89,1,118.8,10,10,4,1,1,0,0,0
0,0,134.0,3,26,4,1,1,3,0,1
48,1,107.1,4,4,4,1,1,3,0,0
17,1,60.0,12,26,3,2,2,0,0,1
96,0,76.5,8,22,4,5,2,0,0,0
146,0,115.2,6,3,4,2,0,0,0,1
164,0,96.3,8,29,4,2,1,0,0,0
127,0,80.0,4,28,3,3,1,0,0,1
7,0,65.0,8,19,2,2,0,0,0,1
28,0,119.0,7,29,4,1,0,0,0,0
111,1,127.8,8,11,4,2,0,0,3,1
14,0,90.1,12,6,4,5,2,0,0,1
101,0,93.38,4,12,4,5,2,0,3,1
4,0,132.13,9,8,4,6,2,0,0,1
213,1,127.5,8,26,3,2,1,0,5,0
3,0,162.67,7,10,4,1,2,0,3,0
34,0,67.5,2,9,4,4,0,3,0,0
51,0,140.4,5,13,4,2,2,0,3,0
133,1,81.25,7,13,3,4,0,0,0,1
51,0,139.28,9,3,4,2,2,0,3,0
219,0,78.33,9,4,3,4,2,0,0,1
25,0,139.0,9,16,4,1,0,3,0,0
29,0,59.29,9,17,3,5,2,0,3,1
67,3,112.9,12,5,4,1,2,3,0,1
195,1,94.5,8,13,4,1,2,0,0,1
88,1,68.0,7,18,4,2,2,0,0,0
56,0,99.0,9,2,4,1,0,3,0,0
0,0,95.0,10,10,2,0,1,0,0,1
0,0,65.67,1,11,2,2,1,0,0,1
19,0,115.0,3,3,4,1,0,3,0,0
2,0,83.8,2,10,3,4,1,0,0,1
72,0,159.3,8,29,4,1,1,0,3,0
181,1,250.0,10,11,3,1,0,0,0,0
169,2,97.54,8,18,4,2,0,0,1,1
37,2,135.9,7,13,4,4,0,0,0,1
20,1,117.55,7,30,4,1,2,0,3,1
6,1,80.0,8,10,4,5,1,3,0,1
1,2,159.0,3,24,4,1,0,0,0,1
31,0,95.4,3,11,4,2,1,0,3,0
119,0,55.0,3,18,3,2,1,0,0,1
58,3,124.67,11,11,4,2,1,0,0,1
3,0,0.0,11,16,1,1,1,0,0,1
98,1,132.6,5,21,4,4,2,0,3,1
30,1,144.9,7,12,4,2,0,0,0,1
11,1,133.5,5,8,4,2,2,0,3,1
9,0,75.0,7,27,3,3,0,3,0,1
46,1,140.4,5,12,4,5,2,0,3,1
16,0,77.25,1,18,4,3,1,0,1,1
30,0,85.0,10,27,3,3,0,0,0,1
4,1,124.0,9,4,4,2,0,0,0,1
57,1,87.32,6,27,4,0,1,0,3,1
64,1,94.5,4,8,4,1,0,3,0,1
214,0,105.4,10,25,3,2,0,0,0,0
32,1,101.03,8,29,4,3,1,3,0,0
1,0,95.0,6,7,2,1,0,0,0,1
0,0,65.0,3,1,2,2,0,0,0,1
136,0,85.5,6,29,4,3,0,3,0,0
178,2,90.9,10,26,4,4,0,0,0,1
14,0,143.0,7,6,2,1,0,0,4,1
62,0,112.2,4,11,4,4,1,0,3,1
52,1,150.9,8,27,4,1,2,0,3,0
115,0,91.12,12,23,4,2,2,0,4,1
25,2,84.0,10,4,4,2,2,0,0,1
76,1,85.5,4,25,4,1,1,3,0,1
146,1,107.0,4,24,4,0,2,0,0,0
50,0,193.5,9,2,4,2,1,1,3,1
147,2,84.6,12,14,4,1,0,0,0,1
10,1,76.08,9,7,4,4,1,0,0,1
16,1,134.8,6,27,4,0,1,0,0,1
32,1,121.5,2,26,4,2,0,0,3,0
1,0,90.0,3,8,4,1,0,3,0,1
56,0,97.2,11,11,4,2,0,0,0,1
134,1,94.5,7,17,4,0,1,3,0,0
5,2,0.0,11,20,1,0,1,0,3,1
227,0,90.95,8,24,4,4,1,0,0,0
166,2,121.5,8,2,4,3,0,0,0,0
69,1,76.5,7,12,4,0,2,0,0,0
53,1,125.1,9,26,4,0,1,3,0,0
176,1,112.2,8,8,4,5,2,0,3,0
16,1,120.0,12,29,4,3,0,3,0,1
125,0,94.5,5,6,4,2,0,3,0,0
166,1,100.3,6,19,4,2,2,0,0,0
9,0,89.0,12,3,3,1,0,0,0,1
6,0,86.0,2,1,4,0,1,0,0,1
31,1,109.8,12,22,4,1,0,0,0,1
122,0,85.0,4,15,4,2,0,0,0,0
91,0,92.65,12,8,3,3,0,0,0,1
102,0,58.0,3,25,3,2,2,0,0,1
81,1,116.1,5,3,4,2,0,3,0,0
202,2,115.5,8,15,4,2,1,0,0,0
89,0,110.3,6,26,4,5,4,0,0,0
55,0,74.88,11,23,4,1,0,0,0,1
59,2,117.0,10,17,4,3,1,0,0,1
3,0,101.0,3,22,4,1,0,0,0,1
4,0,95.0,5,9,3,2,1,0,0,1
11,2,109.67,4,16,4,1,2,0,0,1
140,0,113.9,7,31,4,3,2,0,3,0
170,1,105.3,6,27,4,1,1,0,3,0
8,3,111.0,2,21,4,1,2,0,0,1
16,0,95.0,6,16,2,1,0,0,0,1
49,0,60.0,11,9,3,4,1,0,3,1
3,2,156.0,3,28,4,3,1,0,3,1
247,1,100.3,9,26,4,5,2,0,0,0
4,4,0.0,5,13,1,1,0,0,6,1
18,1,150.5,9,22,4,3,1,0,0,1
4,1,88.0,8,12,4,2,0,0,0,0
87,0,72.25,6,10,3,2,0,3,0,1
8,1,83.39,10,25,4,1,0,3,0,1
2,0,91.38,11,25,4,4,2,0,0,1
162,1,105.83,8,15,4,3,1,0,0,0
15,1,99.0,4,20,4,3,0,0,3,1
1,2,121.0,4,22,4,2,1,0,0,1
0,0,65.0,10,7,2,1,0,0,0,1
221,0,89.2,9,18,4,1,0,0,0,0
34,0,135.9,8,1,4,2,1,0,0,0
18,1,89.0,4,8,4,1,0,3,0,1
134,2,163.34,12,26,4,5,1,0,5,0
43,0,88.2,3,22,4,3,0,3,0,0
5,0,92.0,3,2,4,1,0,0,0,1
230,0,96.3,10,19,4,3,0,0,0,0
1,1,127.0,12,30,4,3,0,0,0,1
15,1,80.0,8,27,4,2,0,0,0,0
68,1,114.5,4,25,4,0,1,0,0,1
67,1,79.2,11,21,4,1,1,0,0,1
57,2,130.2,11,11,4,2,1,1,0,1
66,0,88.2,4,2,4,1,1,0,0,0
3,0,110.0,5,1,0,6,4,0,3,0
18,1,139.0,9,15,4,1,0,3,0,0
104,1,69.3,11,12,4,3,2,0,0,1
9,0,169.11,9,20,4,5,4,3,0,1
4,0,104.0,4,12,0,2,0,0,0,1
4,1,119.0,8,29,4,0,1,3,0,1
34,1,94.95,9,13,4,4,2,3,0,1
22,0,97.0,11,26,4,2,0,0,0,0
63,0,177.75,9,2,4,2,1,1,0,0
53,1,126.9,5,19,4,1,0,0,0,1
34,1,107.55,10,15,4,3,1,0,0,1
104,0,79.2,11,1,4,5,0,3,0,0
92,0,90.0,11,2,4,4,1,0,0,1
58,0,60.0,2,3,3,4,1,0,0,1
7,1,72.25,12,4,4,2,0,3,0,1
65,1,134.0,8,26,3,2,2,0,0,1
8,2,0.0,4,23,1,1,0,0,3,1
0,0,159.0,5,24,2,1,0,0,4,1
19,0,120.0,5,2,4,2,1,0,0,1
40,0,75.6,10,19,3,3,1,0,0,0
181,1,105.3,8,20,4,1,0,0,0,0
4,2,127.0,6,29,4,4,0,3,0,1
87,2,181.16,7,9,4,5,2,0,5,1
9,0,119.5,5,18,4,2,0,0,1,0
12,0,68.0,11,2,3,5,1,0,0,1
246,1,96.73,7,20,3,3,0,0,0,0
184,2,130.5,8,2,4,3,0,0,0,0
30,1,105.75,9,12,4,4,2,0,0,1
17,0,85.0,10,3,3,2,1,0,0,1
5,0,66.0,3,2,2,1,0,0,0,1
1,0,95.0,4,12,0,1,0,0,0,0
34,0,117.0,9,26,4,0,1,0,0,1
58,0,99.45,4,11,4,3,1,0,0,1
14,1,0.0,9,12,1,0,1,0,1,1
86,0,96.9,7,10,3,2,2,0,0,1
261,1,79.62,12,26,4,5,1,0,0,0
85,0,105.0,12,8,3,3,0,0,0,1
54,0,117.9,7,3,4,1,2,0,0,0
41,0,110.31,11,23,4,4,1,0,3,1
33,0,98.1,6,9,4,1,0,3,0,0
185,2,128.7,10,20,4,2,0,0,3,0
41,0,76.5,7,3,3,1,2,0,0,1
111,0,146.7,7,2,4,1,0,0,3,1
101,1,77.78,4,14,4,3,1,0,1,1
30,0,157.5,4,14,4,2,0,1,3,0
296,0,56.01,10,24,4,4,2,0,1,0
95,1,156.45,10,29,4,4,2,0,5,0
16,0,146.0,4,9,4,1,0,0,3,1
65,0,0.0,3,23,4,0,0,0,0,1
117,0,79.2,11,13,4,0,2,3,0,1
28,1,117.0,9,12,4,1,2,0,0,0
179,1,77.56,8,31,4,3,1,0,0,1
273,0,63.75,11,22,4,5,0,3,0,0
2,0,103.0,11,9,2,1,0,0,3,0
224,1,97.96,9,4,4,2,2,0,0,1
